"Habilidad Verbal","Analogía: Raíz es a árbol como cimiento es a:","casa","puerta","ventana","techo","A","medio"
"Habilidad Verbal","Sinónimo de 'preciso':","exacto","confuso","lento","variable","A","medio"
"Habilidad Verbal","Antónimo de 'expandir':","ampliar","reducir","extender","propagar","B","medio"
"Habilidad Verbal","Palabra intrusa: océano, río, lago, montaña:","océano","río","lago","montaña","D","facil"
"Habilidad Verbal","Significado de 'ambiguo':","claro","dudoso","preciso","evidente","B","medio"
"Habilidad Matemática","Serie: 1, 4, 9, 16, ?","20","24","25","36","C","medio"
"Habilidad Matemática","Un tren recorre 150 km en 3 horas. ¿Velocidad?","30 km/h","40 km/h","50 km/h","60 km/h","C","medio"
"Español","¿Cuál es una oración compuesta?","María canta y Pedro baila","El sol brilla","Corre rápido","El perro","A","medio"
"Historia","¿Qué país fue colonizador de México?","Portugal","España","Francia","Inglaterra","B","facil"
"Geografía","Capital de Brasil:","Brasilia","Río de Janeiro","Sao Paulo","Lima","A","medio"
"Habilidad Verbal","Analogía: Raíz es a árbol como cimiento es a: (Variante 11)","casa","puerta","ventana","techo","A","medio"
"Habilidad Verbal","Sinónimo de 'preciso': (Variante 12)","exacto","confuso","lento","variable","A","medio"
"Habilidad Verbal","Antónimo de 'expandir': (Variante 13)","ampliar","reducir","extender","propagar","B","medio"
"Habilidad Verbal","Palabra intrusa: océano, río, lago, montaña: (Variante 14)","océano","río","lago","montaña","D","facil"
"Habilidad Verbal","Significado de 'ambiguo': (Variante 15)","claro","dudoso","preciso","evidente","B","medio"
"Habilidad Matemática","Serie: 1, 4, 9, 16, ? (Variante 16)","20","24","25","36","C","medio"
"Habilidad Matemática","Un tren recorre 150 km en 3 horas. ¿Velocidad? (Variante 17)","30 km/h","40 km/h","50 km/h","60 km/h","C","medio"
"Español","¿Cuál es una oración compuesta? (Variante 18)","María canta y Pedro baila","El sol brilla","Corre rápido","El perro","A","medio"
"Historia","¿Qué país fue colonizador de México? (Variante 19)","Portugal","España","Francia","Inglaterra","B","facil"
"Geografía","Capital de Brasil: (Variante 20)","Brasilia","Río de Janeiro","Sao Paulo","Lima","A","medio"
"Habilidad Verbal","Analogía: Raíz es a árbol como cimiento es a: (Variante 21)","casa","puerta","ventana","techo","A","medio"
"Habilidad Verbal","Sinónimo de 'preciso': (Variante 22)","exacto","confuso","lento","variable","A","medio"
"Habilidad Verbal","Antónimo de 'expandir': (Variante 23)","ampliar","reducir","extender","propagar","B","medio"
"Habilidad Verbal","Palabra intrusa: océano, río, lago, montaña: (Variante 24)","océano","río","lago","montaña","D","facil"
"Habilidad Verbal","Significado de 'ambiguo': (Variante 25)","claro","dudoso","preciso","evidente","B","medio"
"Habilidad Matemática","Serie: 1, 4, 9, 16, ? (Variante 26)","20","24","25","36","C","medio"
"Habilidad Matemática","Un tren recorre 150 km en 3 horas. ¿Velocidad? (Variante 27)","30 km/h","40 km/h","50 km/h","60 km/h","C","medio"
"Español","¿Cuál es una oración compuesta? (Variante 28)","María canta y Pedro baila","El sol brilla","Corre rápido","El perro","A","medio"
"Historia","¿Qué país fue colonizador de México? (Variante 29)","Portugal","España","Francia","Inglaterra","B","facil"
"Geografía","Capital de Brasil: (Variante 30)","Brasilia","Río de Janeiro","Sao Paulo","Lima","A","medio"
"Habilidad Verbal","Analogía: Raíz es a árbol como cimiento es a: (Variante 31)","casa","puerta","ventana","techo","A","medio"
"Habilidad Verbal","Sinónimo de 'preciso': (Variante 32)","exacto","confuso","lento","variable","A","medio"
"Habilidad Verbal","Antónimo de 'expandir': (Variante 33)","ampliar","reducir","extender","propagar","B","medio"
"Habilidad Verbal","Palabra intrusa: océano, río, lago, montaña: (Variante 34)","océano","río","lago","montaña","D","facil"
"Habilidad Verbal","Significado de 'ambiguo': (Variante 35)","claro","dudoso","preciso","evidente","B","medio"
"Habilidad Matemática","Serie: 1, 4, 9, 16, ? (Variante 36)","20","24","25","36","C","medio"
"Habilidad Matemática","Un tren recorre 150 km en 3 horas. ¿Velocidad? (Variante 37)","30 km/h","40 km/h","50 km/h","60 km/h","C","medio"
"Español","¿Cuál es una oración compuesta? (Variante 38)","María canta y Pedro baila","El sol brilla","Corre rápido","El perro","A","medio"
"Historia","¿Qué país fue colonizador de México? (Variante 39)","Portugal","España","Francia","Inglaterra","B","facil"
"Geografía","Capital de Brasil: (Variante 40)","Brasilia","Río de Janeiro","Sao Paulo","Lima","A","medio"
"Habilidad Verbal","Analogía: Raíz es a árbol como cimiento es a: (Variante 41)","casa","puerta","ventana","techo","A","medio"
"Habilidad Verbal","Sinónimo de 'preciso': (Variante 42)","exacto","confuso","lento","variable","A","medio"
"Habilidad Verbal","Antónimo de 'expandir': (Variante 43)","ampliar","reducir","extender","propagar","B","medio"
"Habilidad Verbal","Palabra intrusa: océano, río, lago, montaña: (Variante 44)","océano","río","lago","montaña","D","facil"
"Habilidad Verbal","Significado de 'ambiguo': (Variante 45)","claro","dudoso","preciso","evidente","B","medio"
"Habilidad Matemática","Serie: 1, 4, 9, 16, ? (Variante 46)","20","24","25","36","C","medio"
"Habilidad Matemática","Un tren recorre 150 km en 3 horas. ¿Velocidad? (Variante 47)","30 km/h","40 km/h","50 km/h","60 km/h","C","medio"
"Español","¿Cuál es una oración compuesta? (Variante 48)","María canta y Pedro baila","El sol brilla","Corre rápido","El perro","A","medio"
"Historia","¿Qué país fue colonizador de México? (Variante 49)","Portugal","España","Francia","Inglaterra","B","facil"
"Geografía","Capital de Brasil: (Variante 50)","Brasilia","Río de Janeiro","Sao Paulo","Lima","A","medio"
"Habilidad Verbal","Analogía: Raíz es a árbol como cimiento es a: (Variante 51)","casa","puerta","ventana","techo","A","medio"
"Habilidad Verbal","Sinónimo de 'preciso': (Variante 52)","exacto","confuso","lento","variable","A","medio"
"Habilidad Verbal","Antónimo de 'expandir': (Variante 53)","ampliar","reducir","extender","propagar","B","medio"
"Habilidad Verbal","Palabra intrusa: océano, río, lago, montaña: (Variante 54)","océano","río","lago","montaña","D","facil"
"Habilidad Verbal","Significado de 'ambiguo': (Variante 55)","claro","dudoso","preciso","evidente","B","medio"
"Habilidad Matemática","Serie: 1, 4, 9, 16, ? (Variante 56)","20","24","25","36","C","medio"
"Habilidad Matemática","Un tren recorre 150 km en 3 horas. ¿Velocidad? (Variante 57)","30 km/h","40 km/h","50 km/h","60 km/h","C","medio"
"Español","¿Cuál es una oración compuesta? (Variante 58)","María canta y Pedro baila","El sol brilla","Corre rápido","El perro","A","medio"
"Historia","¿Qué país fue colonizador de México? (Variante 59)","Portugal","España","Francia","Inglaterra","B","facil"
"Geografía","Capital de Brasil: (Variante 60)","Brasilia","Río de Janeiro","Sao Paulo","Lima","A","medio"
"Habilidad Verbal","Analogía: Raíz es a árbol como cimiento es a: (Variante 61)","casa","puerta","ventana","techo","A","medio"
"Habilidad Verbal","Sinónimo de 'preciso': (Variante 62)","exacto","confuso","lento","variable","A","medio"
"Habilidad Verbal","Antónimo de 'expandir': (Variante 63)","ampliar","reducir","extender","propagar","B","medio"
"Habilidad Verbal","Palabra intrusa: océano, río, lago, montaña: (Variante 64)","océano","río","lago","montaña","D","facil"
"Habilidad Verbal","Significado de 'ambiguo': (Variante 65)","claro","dudoso","preciso","evidente","B","medio"
"Habilidad Matemática","Serie: 1, 4, 9, 16, ? (Variante 66)","20","24","25","36","C","medio"
"Habilidad Matemática","Un tren recorre 150 km en 3 horas. ¿Velocidad? (Variante 67)","30 km/h","40 km/h","50 km/h","60 km/h","C","medio"
"Español","¿Cuál es una oración compuesta? (Variante 68)","María canta y Pedro baila","El sol brilla","Corre rápido","El perro","A","medio"
"Historia","¿Qué país fue colonizador de México? (Variante 69)","Portugal","España","Francia","Inglaterra","B","facil"
"Geografía","Capital de Brasil: (Variante 70)","Brasilia","Río de Janeiro","Sao Paulo","Lima","A","medio"
"Habilidad Verbal","Analogía: Raíz es a árbol como cimiento es a: (Variante 71)","casa","puerta","ventana","techo","A","medio"
"Habilidad Verbal","Sinónimo de 'preciso': (Variante 72)","exacto","confuso","lento","variable","A","medio"
"Habilidad Verbal","Antónimo de 'expandir': (Variante 73)","ampliar","reducir","extender","propagar","B","medio"
"Habilidad Verbal","Palabra intrusa: océano, río, lago, montaña: (Variante 74)","océano","río","lago","montaña","D","facil"
"Habilidad Verbal","Significado de 'ambiguo': (Variante 75)","claro","dudoso","preciso","evidente","B","medio"
"Habilidad Matemática","Serie: 1, 4, 9, 16, ? (Variante 76)","20","24","25","36","C","medio"
"Habilidad Matemática","Un tren recorre 150 km en 3 horas. ¿Velocidad? (Variante 77)","30 km/h","40 km/h","50 km/h","60 km/h","C","medio"
"Español","¿Cuál es una oración compuesta? (Variante 78)","María canta y Pedro baila","El sol brilla","Corre rápido","El perro","A","medio"
"Historia","¿Qué país fue colonizador de México? (Variante 79)","Portugal","España","Francia","Inglaterra","B","facil"
"Geografía","Capital de Brasil: (Variante 80)","Brasilia","Río de Janeiro","Sao Paulo","Lima","A","medio"
"Habilidad Verbal","Analogía: Raíz es a árbol como cimiento es a: (Variante 81)","casa","puerta","ventana","techo","A","medio"
"Habilidad Verbal","Sinónimo de 'preciso': (Variante 82)","exacto","confuso","lento","variable","A","medio"
"Habilidad Verbal","Antónimo de 'expandir': (Variante 83)","ampliar","reducir","extender","propagar","B","medio"
"Habilidad Verbal","Palabra intrusa: océano, río, lago, montaña: (Variante 84)","océano","río","lago","montaña","D","facil"
"Habilidad Verbal","Significado de 'ambiguo': (Variante 85)","claro","dudoso","preciso","evidente","B","medio"
"Habilidad Matemática","Serie: 1, 4, 9, 16, ? (Variante 86)","20","24","25","36","C","medio"
"Habilidad Matemática","Un tren recorre 150 km en 3 horas. ¿Velocidad? (Variante 87)","30 km/h","40 km/h","50 km/h","60 km/h","C","medio"
"Español","¿Cuál es una oración compuesta? (Variante 88)","María canta y Pedro baila","El sol brilla","Corre rápido","El perro","A","medio"
"Historia","¿Qué país fue colonizador de México? (Variante 89)","Portugal","España","Francia","Inglaterra","B","facil"
"Geografía","Capital de Brasil: (Variante 90)","Brasilia","Río de Janeiro","Sao Paulo","Lima","A","medio"
"Habilidad Verbal","Analogía: Raíz es a árbol como cimiento es a: (Variante 91)","casa","puerta","ventana","techo","A","medio"
"Habilidad Verbal","Sinónimo de 'preciso': (Variante 92)","exacto","confuso","lento","variable","A","medio"
"Habilidad Verbal","Antónimo de 'expandir': (Variante 93)","ampliar","reducir","extender","propagar","B","medio"
"Habilidad Verbal","Palabra intrusa: océano, río, lago, montaña: (Variante 94)","océano","río","lago","montaña","D","facil"
"Habilidad Verbal","Significado de 'ambiguo': (Variante 95)","claro","dudoso","preciso","evidente","B","medio"
"Habilidad Matemática","Serie: 1, 4, 9, 16, ? (Variante 96)","20","24","25","36","C","medio"
"Habilidad Matemática","Un tren recorre 150 km en 3 horas. ¿Velocidad? (Variante 97)","30 km/h","40 km/h","50 km/h","60 km/h","C","medio"
"Español","¿Cuál es una oración compuesta? (Variante 98)","María canta y Pedro baila","El sol brilla","Corre rápido","El perro","A","medio"
"Historia","¿Qué país fue colonizador de México? (Variante 99)","Portugal","España","Francia","Inglaterra","B","facil"
"Geografía","Capital de Brasil: (Variante 100)","Brasilia","Río de Janeiro","Sao Paulo","Lima","A","medio"
