Ciencias,¿Qué órgano filtra la sangre?,corazón,hígado,riñones,páncreas,C,medio
Ciencias,¿Qué tipo de mezcla es aire?,solución,suspensión,colidal,gaseosa,D,medio
Ciencias,¿Qué proceso ocurre en mitocondrias?,fotosíntesis,respiración,transcripción,traducción,B,medio
Ciencias,¿Qué proceso libera energía en células?,fotosíntesis,replicación,respiración celular,excreción,C,medio
Ciencias,¿Qué molécula lleva la información genética?,ARN,ADN,ATP,ADP,B,dificil
Ciencias,¿Qué gas respiramos principalmente?,oxígeno,nitrógeno,CO2,argón,A,facil
Ciencias,¿Qué gas liberan las plantas?,oxígeno,nitrógeno,CO2,helio,A,medio
Ciencias,¿Qué estructura transporta sangre al corazón?,vena,arteria,zángano,lóbulo,B,medio
Ciencias,¿Qué estructura transporta sangre al corazón?,arteria,vena,aorta,capilar,C,medio
Ciencias,¿Dónde se produce la fotosíntesis en las plantas?,mitocondria,cloroplasto,núcleo,ribosoma,B,medio
Ciencias,¿Cuál es la unidad básica de la vida?,átomo,organismo,célula,tisú,C,facil
Ciencias,¿Cuál es la fórmula del agua?,O2,H2O,CO2,NH3,B,facil
Ciencias,¿Cuál es la fórmula del agua?,H,O,CO2,H2O,D,facil
Ciencias,¿Cuál es la función de los ribosomas?,almacenan energía,almacenan ADN,síntesis de proteínas,descomposición,C,medio
Ciencias,¿Cuál es el pH neutro?,1,7,14,0,B,facil
Ciencias,¿Cuál es el pH de una solución neutra?,0,7,14,10,B,medio
Ciencias,El esqueleto humano sirve para:,digerir,proteger órganos,respirar,mover la lengua,B,facil
Ciencias,Biología: La fotosíntesis ocurre en:,cloroplastos,mitocondrias,nucléolos,ribosomas,A,facil