Química,Átomo tiene:,núcleo,electrones,protones,todas,D,facil
Química,Átomo neutro tiene igual número de:,protones y electrones,neutrones y electrones,protones y neutrones,iones,A,medio
Química,Ácido tiene pH:,menor a 7,mayor a 7,igual 7,14,A,medio
Química,pH neutro es:,0,7,14,10,B,facil
Química,Valencia indica:,capacidad de combinación,masa,color,estado,A,medio
Química,Tabla periódica ordena por:,masa atómica,número atómico,color,tamaño,B,medio
Química,Solución es mezcla:,homogénea,heterogénea,sólida,gaseosa,A,medio
Química,Reacción química implica:,cambio de enlaces,solo cambio físico,solo evaporación,solo mezcla,A,medio
Química,Reacción química forma:,nueva sustancia,mismo material,agua,aire,A,medio
Química,Reacción química conserva:,masa,color,temperatura,luz,A,medio
Química,Reacción exotérmica libera:,frío,luz,calor,electrones,C,medio
Química,Reacción endotérmica absorbe:,calor,luz,frío,energía negativa,A,medio
Química,Número de protones define:,elemento,masa,color,estado,A,medio
Química,Número atómico indica:,protones,neutrones,electrones,carga,A,medio
Química,Número atómico = número de:,protones,neutrones,electrones,iones,A,medio
Química,Neutrones tienen carga:,neutra,positiva,negativa,variable,A,facil
Química,NaCl es:,ácido,base,sal,óxido,C,medio
Química,Mezcla homogénea es:,solución,suspensión,coloidal,heterogénea,A,medio
Química,Mezcla heterogénea tiene:,componentes visibles,una fase,solución uniforme,solo líquido,A,medio
Química,Masa atómica se encuentra en:,tabla periódica,libro,termómetro,balanza,A,medio
Química,Isótopos tienen diferente número de:,neutrones,protones,electrones,cargas,A,medio
Química,Gas noble ejemplo:,Helio,Cloro,Sodio,Oxígeno,A,medio
Química,Gas esencial para respiración:,CO2,O2,H2,N2,B,facil
Química,Gas CO2 está formado por:,C y O,O y H,Na y Cl,N y O,A,facil
Química,Enlace iónico transfiere:,electrones,protones,neutrones,energía,A,medio
Química,Elemento no metálico típico:,oxígeno,hierro,cobre,plata,A,medio
Química,Elemento metálico típico:,hierro,oxígeno,cloro,helio,A,medio
Química,Elemento metálico conduce:,electricidad,agua,aire,luz,A,medio
Química,Elemento gaseoso común:,oxígeno,sodio,carbono,plomo,A,facil
Química,Electrón se encuentra en:,órbitas,núcleo,protones,neutrones,A,medio
Química,Electrones tienen carga:,negativa,positiva,neutra,variable,A,facil
Química,Electronegatividad mide:,atracción de electrones,masa,volumen,densidad,A,dificil
Química,Ejemplo de ácido:,HCl,NaOH,KCl,NaCl,A,medio
Química,Ejemplo de base:,NaOH,HCl,H2SO4,CO2,A,medio
Química,Ejemplo de base fuerte:,NaOH,HCl,H2SO4,CO2,A,medio
Química,Compuesto orgánico contiene:,carbono,helio,oro,plata,A,medio
Química,Compuesto formado por dos elementos es:,mezcla,solución,sal,compuesto,D,facil
Química,Cambio químico produce:,nueva sustancia,mismo material,agua,luz,A,medio
Química,Cambio físico no altera:,estado,color,forma,estructura química,D,medio
Química,CO2 es compuesto de:,C y O,H y O,Na y Cl,N y H,A,facil
Química,Base tiene pH:,menor 7,igual 7,mayor 7,0,C,medio
Química,Agua es compuesto de:,H y O,Na y Cl,C y O,N y H,A,facil